"COUNTRY","Country","YEAR","Year","ISC11","ISCED 2011","AGE","Age","SEX","Gender","INDICATOR","Indicator","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,42047.9941408411,,
"SWE","Sweden","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,42448.138031396,,
"SWE","Sweden","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,347406,,
"SWE","Sweden","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,381229,,
"SWE","Sweden","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,396370,,
"SWE","Sweden","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,400142,,
"TUR","Turkey","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"TUR","Turkey","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"TUR","Turkey","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"TUR","Turkey","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"TUR","Turkey","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"TUR","Turkey","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"TUR","Turkey","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"TUR","Turkey","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"USA","United States","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,45820.640223609,,
"USA","United States","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,45826.7505928074,,
"USA","United States","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,47864.5587204593,,
"USA","United States","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,48870.7328484553,,
"USA","United States","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,45820.640223609,,
"USA","United States","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,45826.7505928074,,
"USA","United States","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,47864.5587204593,,
"USA","United States","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,48870.7328484553,,
"ARG","Argentina","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"ARG","Argentina","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"BRA","Brazil","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,18573.2274561333,,
"BRA","Brazil","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,19003.2987709299,,
"BRA","Brazil","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,18452.8520234869,,
"BRA","Brazil","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,18324.9455733409,,
"CHN","China","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"CHN","China","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"CHN","China","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"CHN","China","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"CHN","China","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"CHN","China","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"CHN","China","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"CHN","China","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"COL","Colombia","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"CRI","Costa Rica","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,29830.840542572,,
"CRI","Costa Rica","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,29869.7312056967,,
"CRI","Costa Rica","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,39218.0730398179,,
"CRI","Costa Rica","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,39218.0730398179,,
"CRI","Costa Rica","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,11173354.6903073,,
"CRI","Costa Rica","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,11187921.4663462,,
"CRI","Costa Rica","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,14689409.7643312,,
"CRI","Costa Rica","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,14689409.7643312,,
"IND","India","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IND","India","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IND","India","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IND","India","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IND","India","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"IND","India","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"IND","India","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"IND","India","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"IDN","Indonesia","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LTU","Lithuania","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LTU","Lithuania","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LTU","Lithuania","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"LTU","Lithuania","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"RUS","Russian Federation","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SAU","Saudi Arabia","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L1","Primary education (ISCED2011 level 1)","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"ZAF","South Africa","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y25T34","25-34 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"AUS","Australia","2017","2017","L0","Pre-primary education (ISCED2011 level 0)","Y35T44","35-44 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,56082.0292171586,,
"AUS","Australia","2017","2017","L1","Primary education (ISCED2011 level 1)","Y35T44","35-44 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,56710.5484318282,,
"AUS","Australia","2017","2017","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y35T44","35-44 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,57523.3567166495,,
"AUS","Australia","2017","2017","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y35T44","35-44 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,57523.3567166495,,
